sample_index,run_id,scenario,timestamp_utc,elapsed_ms,phase,reason,request_count,attempted_requests,completed_requests,errors,integrity_failures,warmup_requests,total_operation_count,working_set_bytes,private_memory_bytes,virtual_memory_bytes,handle_count,threads,managed_heap_bytes,managed_heap_unavailable_reason,heap_size_bytes,fragmented_bytes,gc_index,gen0,gen1,gen2,total_allocated_bytes,vmrss_bytes,vmrss_unavailable_reason,vmsize_bytes,vmsize_unavailable_reason,vmdata_bytes,vmdata_unavailable_reason,rss_anon_bytes,rss_anon_unavailable_reason,rss_file_bytes,rss_file_unavailable_reason,rss_shmem_bytes,rss_shmem_unavailable_reason,last_latency_ms,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,last_inference_ms,sequence_length,was_truncated
0,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:39.6166487+00:00,0.4237,lifecycle,t0-before-model-load,0,0,0,0,0,0,0,66453504,190189568,36349612032,94,11,7346496,,0,0,0,0,0,0,7338576,66408448,,36349612032,,190050304,,15564800,,45281280,,5562368,,,,,,,,,
1,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:42.3662201+00:00,2749.993,setup,t1-after-model-load,0,0,0,0,0,0,0,944914432,1998573568,38793928704,110,21,7943752,,0,0,0,0,0,0,7934104,944889856,,38793928704,,1998434304,,868904960,,67534848,,8450048,,,,,,,,,
2,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:42.5293517+00:00,2913.1271,first-operation,t2-after-first-operation,0,0,0,0,0,1,1,952508416,1998639104,38793932800,110,21,8042184,,0,0,0,0,0,0,8032224,952483840,,38793932800,,1998499840,,869670912,,73904128,,8908800,,,,,,,125.1078,67,false
3,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:42.9224783+00:00,3306.2509,warmup,warmup-complete,0,0,0,0,0,5,5,953049088,1998970880,38793932800,110,21,8205896,,0,0,0,0,0,0,8195432,953024512,,38793932800,,1998831616,,869965824,,73969664,,9089024,,,,,,,,,
4,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:42.9288744+00:00,3312.6474,measurement,request-count-0,0,0,0,0,0,5,5,953135104,1999036416,38793936896,110,21,8271432,,0,0,0,0,0,0,8260752,953114624,,38793936896,,1998897152,,870035456,,73969664,,9109504,,,,,,,,,
5,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:43.8888549+00:00,4272.6274,measurement,request-count-10,10,10,10,0,0,5,15,955240448,2000285696,38793945088,102,21,777368,,649728,37072,1,1,0,0,8563200,955240448,,38793945088,,2000146432,,871366656,,74186752,,9687040,,96.2474,94.3976,96.067,125.7976,137.0948,95.6354,67,false
6,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:47.6504617+00:00,8034.2348,measurement,request-count-50,50,50,50,0,0,5,55,957571072,2001739776,38793940992,102,21,1928528,,649728,37072,1,1,0,0,9711264,957571072,,38793940992,,2001600512,,872833024,,74252288,,10485760,,58.128,91.4827,92.4982,126.3269,137.6842,57.3875,67,false
7,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:51.8668078+00:00,12250.5809,measurement,request-count-100,100,100,100,0,0,5,105,962822144,2056519680,39112978432,104,22,3222736,,649728,37072,1,1,0,0,11001680,962822144,,39112978432,,2056380416,,877035520,,75104256,,10682368,,74.1258,83.7713,79.5632,116.1924,132.1101,73.8449,67,false
8,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:55.7926994+00:00,16176.4722,measurement,request-count-150,150,150,150,0,0,5,155,962818048,2039742464,39096197120,102,21,4509200,,649728,37072,1,1,0,0,12284352,962818048,,39096197120,,2039603200,,877019136,,75104256,,10694656,,91.9124,78.1756,75.6616,99.6321,106.8585,91.6398,67,false
9,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:05:59.8309563+00:00,20214.7292,measurement,request-count-200,200,200,200,0,0,5,205,963727360,2040623104,39096197120,102,21,5826392,,649728,37072,1,1,0,0,13567944,963706880,,39096197120,,2040483840,,877879296,,75104256,,10723328,,86.1889,80.3884,76.8687,110.6478,113.6965,85.85,67,false
10,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:06:04.0887155+00:00,24472.4886,measurement,request-count-250,250,250,250,0,0,5,255,965074944,2058715136,39112978432,105,22,7120920,,649728,37072,1,1,0,0,14858656,965054464,,39112978432,,2058510336,,879210496,,75104256,,10739712,,75.636,83.4221,78.4444,115.5689,132.2889,75.2421,67,false
11,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:06:08.1813813+00:00,28565.1541,measurement,request-count-300,300,300,300,0,0,5,305,966336512,2026418176,39079415808,102,21,8406968,,649728,37072,1,1,0,0,16140888,966320128,,39079415808,,2026278912,,880463872,,75104256,,10752000,,82.4456,81.5065,77.4771,105.0605,122.8258,81.8916,67,false
12,phase3a-pilot-noise-b-20260925-v2,full-pipeline,2026-09-24T19:06:12.3306895+00:00,32714.4622,measurement,request-count-350,350,350,350,0,0,5,355,967593984,2027659264,39079411712,102,21,1272992,,663728,960,2,2,1,0,17438224,967593984,,39079411712,,2027520000,,881741824,,75104256,,10747904,,60.0315,82.62,79.19,115.2899,120.4958,59.7495,67,false
