timestamp_utc,container_pid,memory_current_bytes,memory_peak_bytes,memory_swap_current_bytes,process_vmrss_bytes,unavailable_reason
2026-09-24T23:43:43Z,3021537,577196032,578244608,0,636776448,
2026-09-24T23:43:45Z,3021537,877428736,948387840,0,938397696,
2026-09-24T23:43:48Z,3021537,878186496,948387840,0,939884544,
2026-09-24T23:43:50Z,3021537,878510080,948387840,0,940855296,
2026-09-24T23:43:52Z,3021537,880742400,948387840,0,942731264,
2026-09-24T23:43:54Z,3021537,881004544,948387840,0,943341568,
2026-09-24T23:43:56Z,3021537,881786880,948387840,0,943931392,
2026-09-24T23:43:58Z,3021537,882798592,948387840,0,944635904,
2026-09-24T23:44:01Z,3021537,883441664,948387840,0,945283072,
2026-09-24T23:44:03Z,3021537,883806208,948387840,0,945852416,
2026-09-24T23:44:05Z,3021537,884318208,948387840,0,946356224,
2026-09-24T23:44:07Z,3021537,884330496,948387840,0,946991104,
2026-09-24T23:44:09Z,3021537,884805632,948387840,0,947523584,
2026-09-24T23:44:12Z,3021537,885800960,948387840,0,948768768,
2026-09-24T23:44:14Z,3021537,885714944,948387840,0,948776960,
2026-09-24T23:44:16Z,3021537,886226944,948387840,0,948772864,
2026-09-24T23:44:18Z,3021537,885747712,948387840,0,948772864,
2026-09-24T23:44:20Z,3021537,886226944,948387840,0,948776960,
2026-09-24T23:44:22Z,3021537,885714944,948387840,0,948776960,
2026-09-24T23:44:25Z,3021537,887013376,948387840,0,948805632,
2026-09-24T23:44:27Z,3021537,886669312,948387840,0,949383168,
2026-09-24T23:44:29Z,3021537,887185408,948387840,0,950046720,
2026-09-24T23:44:31Z,3021537,888098816,948387840,0,950636544,
2026-09-24T23:44:33Z,3021537,888262656,948387840,0,951189504,
2026-09-24T23:44:35Z,3021537,889565184,948387840,0,951869440,
2026-09-24T23:44:38Z,3021537,889839616,948387840,0,952446976,
2026-09-24T23:44:40Z,3021537,890912768,948387840,0,953618432,
2026-09-24T23:44:42Z,3021537,890576896,948387840,0,953618432,
2026-09-24T23:44:44Z,3021537,890830848,948387840,0,953630720,
2026-09-24T23:44:46Z,3021537,890826752,948387840,0,953630720,
2026-09-24T23:44:49Z,3021537,890839040,948387840,0,953630720,
2026-09-24T23:44:51Z,3021537,890585088,948387840,0,953630720,
2026-09-24T23:44:53Z,3021537,891363328,948387840,0,953671680,
2026-09-24T23:44:55Z,3021537,891105280,948387840,0,953671680,
2026-09-24T23:44:57Z,3021537,890851328,948387840,0,953667584,
2026-09-24T23:44:59Z,3021537,890818560,948387840,0,953667584,
2026-09-24T23:45:02Z,3021537,890814464,948387840,0,953663488,
2026-09-24T23:45:04Z,3021537,891355136,948387840,0,953675776,
2026-09-24T23:45:06Z,3021537,890834944,948387840,0,953675776,
2026-09-24T23:45:08Z,3021537,890859520,948387840,0,953675776,
2026-09-24T23:45:10Z,3021537,890601472,948387840,0,953675776,
2026-09-24T23:45:12Z,3021537,891121664,948387840,0,953679872,
2026-09-24T23:45:15Z,3021537,890871808,948387840,0,953679872,
2026-09-24T23:45:17Z,3021537,890626048,948387840,0,953675776,
2026-09-24T23:45:19Z,3021537,890863616,948387840,0,953683968,
2026-09-24T23:45:21Z,3021537,890863616,948387840,0,953683968,
2026-09-24T23:45:23Z,3021537,891117568,948387840,0,953683968,
2026-09-24T23:45:26Z,3021537,890855424,948387840,0,953683968,
2026-09-24T23:45:28Z,3021537,891109376,948387840,0,953683968,
2026-09-24T23:45:30Z,3021537,890900480,948387840,0,953683968,
2026-09-24T23:45:32Z,3021537,890634240,948387840,0,953679872,
2026-09-24T23:45:34Z,3021537,890654720,948387840,0,953688064,
2026-09-24T23:45:36Z,3021537,890654720,948387840,0,953688064,
2026-09-24T23:45:39Z,3021537,890871808,948387840,0,953708544,
2026-09-24T23:45:41Z,3021537,890871808,948387840,0,953708544,
2026-09-24T23:45:43Z,3021537,891183104,948387840,0,953700352,
2026-09-24T23:45:45Z,3021537,890925056,948387840,0,953700352,
2026-09-24T23:45:48Z,3021537,891203584,948387840,0,954032128,
2026-09-24T23:45:50Z,3021537,890998784,948387840,0,954032128,
2026-09-24T23:45:52Z,3021537,891490304,948387840,0,954015744,
2026-09-24T23:45:54Z,3021537,891236352,948387840,0,954015744,
2026-09-24T23:45:56Z,3021537,891486208,948387840,0,954015744,
2026-09-24T23:45:58Z,3021537,891199488,948387840,0,954015744,
2026-09-24T23:46:01Z,3021537,891449344,948387840,0,954011648,
2026-09-24T23:46:03Z,3021537,891416576,948387840,0,954011648,
2026-09-24T23:46:05Z,3021537,891420672,948387840,0,954220544,
2026-09-24T23:46:07Z,3021537,891215872,948387840,0,954220544,
2026-09-24T23:46:10Z,3021537,891183104,948387840,0,954187776,
2026-09-24T23:46:12Z,3021537,891506688,948387840,0,954273792,
2026-09-24T23:46:14Z,3021537,891514880,948387840,0,954273792,
2026-09-24T23:46:16Z,3021537,891482112,948387840,0,954265600,
2026-09-24T23:46:19Z,3021537,891248640,948387840,0,954265600,
2026-09-24T23:46:21Z,3021537,891244544,948387840,0,954261504,
2026-09-24T23:46:23Z,3021537,891502592,948387840,0,954261504,
2026-09-24T23:46:25Z,3021537,891211776,948387840,0,954261504,
2026-09-24T23:46:27Z,3021537,891469824,948387840,0,954261504,
2026-09-24T23:46:29Z,3021537,891473920,948387840,0,954261504,
2026-09-24T23:46:32Z,3021537,891473920,948387840,0,954261504,
2026-09-24T23:46:34Z,3021537,892231680,948387840,0,954310656,
2026-09-24T23:46:36Z,3021537,891998208,948387840,0,954310656,
2026-09-24T23:46:38Z,3021537,891781120,948387840,0,954310656,
2026-09-24T23:46:40Z,3021537,891269120,948387840,0,954310656,
2026-09-24T23:46:43Z,3021537,891269120,948387840,0,954310656,
2026-09-24T23:46:45Z,3021537,891527168,948387840,0,954310656,
2026-09-24T23:46:47Z,3021537,891273216,948387840,0,954310656,
2026-09-24T23:46:49Z,3021537,891535360,948387840,0,954310656,
2026-09-24T23:46:51Z,3021537,891273216,948387840,0,954310656,
2026-09-24T23:46:54Z,3021537,891531264,948387840,0,954310656,
2026-09-24T23:46:56Z,3021537,891531264,948387840,0,954310656,
2026-09-24T23:46:58Z,3021537,891535360,948387840,0,954310656,
2026-09-24T23:47:00Z,3021537,891535360,948387840,0,954310656,
2026-09-24T23:47:02Z,3021537,891789312,948387840,0,954310656,
2026-09-24T23:47:05Z,3021537,891789312,948387840,0,954310656,
2026-09-24T23:47:07Z,3021537,891568128,948387840,0,954306560,
2026-09-24T23:47:09Z,3021537,891301888,948387840,0,954306560,
2026-09-24T23:47:11Z,3021537,891277312,948387840,0,954306560,
2026-09-24T23:47:13Z,3021537,891535360,948387840,0,954306560,
2026-09-24T23:47:15Z,3021537,891535360,948387840,0,954306560,
2026-09-24T23:47:18Z,3021537,891797504,948387840,0,954310656,
2026-09-24T23:47:20Z,3021537,891318272,948387840,0,954310656,
2026-09-24T23:47:22Z,3021537,891580416,948387840,0,954314752,
2026-09-24T23:47:24Z,3021537,891576320,948387840,0,954318848,
2026-09-24T23:47:26Z,3021537,891326464,948387840,0,954318848,
2026-09-24T23:47:28Z,3021537,891314176,948387840,0,954310656,
2026-09-24T23:47:31Z,3021537,891293696,948387840,0,954310656,
2026-09-24T23:47:33Z,3021537,891551744,948387840,0,954314752,
2026-09-24T23:47:35Z,3021537,891330560,948387840,0,954314752,
2026-09-24T23:47:37Z,3021537,891322368,948387840,0,954310656,
2026-09-24T23:47:39Z,3021537,891293696,948387840,0,954310656,
2026-09-24T23:47:41Z,3021537,891568128,948387840,0,954318848,
2026-09-24T23:47:44Z,3021537,891592704,948387840,0,954314752,
2026-09-24T23:47:46Z,3021537,891301888,948387840,0,954314752,
2026-09-24T23:47:48Z,3021537,891559936,948387840,0,954314752,
2026-09-24T23:47:50Z,3021537,891301888,948387840,0,954314752,
2026-09-24T23:47:52Z,3021537,891559936,948387840,0,954314752,
2026-09-24T23:47:55Z,3021537,891559936,948387840,0,954314752,
2026-09-24T23:47:57Z,3021537,891822080,948387840,0,954318848,
2026-09-24T23:47:59Z,3021537,891564032,948387840,0,954318848,
2026-09-24T23:48:01Z,3021537,891592704,948387840,0,954318848,
2026-09-24T23:48:03Z,3021537,891559936,948387840,0,954318848,
2026-09-24T23:48:05Z,3021537,891338752,948387840,0,954314752,
2026-09-24T23:48:08Z,3021537,891854848,948387840,0,954368000,
2026-09-24T23:48:10Z,3021537,891379712,948387840,0,954355712,
2026-09-24T23:48:12Z,3021537,891637760,948387840,0,954359808,
2026-09-24T23:48:14Z,3021537,891383808,948387840,0,954359808,
2026-09-24T23:48:16Z,3021537,893849600,948387840,0,956567552,
2026-09-24T23:48:18Z,3021537,893591552,948387840,0,956567552,
2026-09-24T23:48:21Z,3021537,893583360,948387840,0,956559360,
2026-09-24T23:48:23Z,3021537,893554688,948387840,0,956559360,
2026-09-24T23:48:25Z,3021537,893554688,948387840,0,956559360,
2026-09-24T23:48:27Z,3021537,893595648,948387840,0,956563456,
2026-09-24T23:48:29Z,3021537,893591552,948387840,0,956559360,
2026-09-24T23:48:32Z,3021537,893857792,948387840,0,956563456,
2026-09-24T23:48:34Z,3021537,893595648,948387840,0,956563456,
2026-09-24T23:48:36Z,3021537,893849600,948387840,0,956596224,
2026-09-24T23:48:38Z,3021537,893636608,948387840,0,956596224,
2026-09-24T23:48:40Z,3021537,893628416,948387840,0,956588032,
2026-09-24T23:48:42Z,3021537,894144512,948387840,0,956612608,
2026-09-24T23:48:45Z,3021537,893648896,948387840,0,956604416,
2026-09-24T23:48:47Z,3021537,893652992,948387840,0,956608512,
2026-09-24T23:48:49Z,3021537,893652992,948387840,0,956608512,
2026-09-24T23:48:51Z,3021537,893616128,948387840,0,956604416,
2026-09-24T23:48:53Z,3021537,893874176,948387840,0,956604416,
2026-09-24T23:48:56Z,3021537,893616128,948387840,0,956604416,
2026-09-24T23:48:58Z,3021537,894410752,948387840,0,956608512,
2026-09-24T23:49:00Z,3021537,893628416,948387840,0,956608512,
2026-09-24T23:49:02Z,3021537,893886464,948387840,0,956608512,
2026-09-24T23:49:04Z,3021537,893624320,948387840,0,956608512,
2026-09-24T23:49:07Z,3021537,893882368,948387840,0,956608512,
2026-09-24T23:49:09Z,3021537,893628416,948387840,0,956608512,
2026-09-24T23:49:11Z,3021537,893628416,948387840,0,956608512,
2026-09-24T23:49:13Z,3021537,893636608,948387840,0,956608512,
2026-09-24T23:49:15Z,3021537,893636608,948387840,0,956608512,
2026-09-24T23:49:17Z,3021537,893636608,948387840,0,956608512,
2026-09-24T23:49:20Z,3021537,893636608,948387840,0,956608512,
2026-09-24T23:49:22Z,3021537,893894656,948387840,0,956608512,
2026-09-24T23:49:24Z,3021537,893636608,948387840,0,956608512,
2026-09-24T23:49:26Z,3021537,893640704,948387840,0,956608512,
2026-09-24T23:49:28Z,3021537,893902848,948387840,0,956608512,
2026-09-24T23:49:30Z,3021537,893669376,948387840,0,956608512,
2026-09-24T23:49:33Z,3021537,893669376,948387840,0,956608512,
2026-09-24T23:49:35Z,3021537,893640704,948387840,0,956608512,
2026-09-24T23:49:37Z,3021537,893640704,948387840,0,956608512,
2026-09-24T23:49:39Z,3021537,893898752,948387840,0,956608512,
2026-09-24T23:49:41Z,3021537,893644800,948387840,0,956608512,
2026-09-24T23:49:43Z,3021537,893644800,948387840,0,956608512,
2026-09-24T23:49:46Z,3021537,893939712,948387840,0,956612608,
2026-09-24T23:49:48Z,3021537,893669376,948387840,0,956608512,
2026-09-24T23:49:50Z,3021537,893644800,948387840,0,956608512,
2026-09-24T23:49:52Z,3021537,893644800,948387840,0,956608512,
2026-09-24T23:49:54Z,3021537,893902848,948387840,0,956608512,
2026-09-24T23:49:56Z,3021537,893902848,948387840,0,956608512,
2026-09-24T23:49:59Z,3021537,893906944,948387840,0,956608512,
2026-09-24T23:50:01Z,3021537,893906944,948387840,0,956608512,
2026-09-24T23:50:03Z,3021537,893902848,948387840,0,956608512,
2026-09-24T23:50:05Z,3021537,893902848,948387840,0,956608512,
2026-09-24T23:50:07Z,3021537,893947904,948387840,0,956608512,
2026-09-24T23:50:10Z,3021537,893947904,948387840,0,956608512,
2026-09-24T23:50:12Z,3021537,893943808,948387840,0,956608512,
2026-09-24T23:50:14Z,3021537,893681664,948387840,0,956608512,
2026-09-24T23:50:16Z,3021537,893657088,948387840,0,956608512,
2026-09-24T23:50:18Z,3021537,893915136,948387840,0,956608512,
2026-09-24T23:50:20Z,3021537,893657088,948387840,0,956608512,
2026-09-24T23:50:23Z,3021537,893915136,948387840,0,956608512,
2026-09-24T23:50:25Z,3021537,893661184,948387840,0,956608512,
2026-09-24T23:50:27Z,3021537,893919232,948387840,0,956608512,
2026-09-24T23:50:29Z,3021537,893919232,948387840,0,956608512,
2026-09-24T23:50:31Z,3021537,893661184,948387840,0,956608512,
2026-09-24T23:50:33Z,3021537,893661184,948387840,0,956608512,
2026-09-24T23:50:36Z,3021537,893661184,948387840,0,956608512,
2026-09-24T23:50:38Z,3021537,893919232,948387840,0,956608512,
2026-09-24T23:50:40Z,3021537,893665280,948387840,0,956608512,
2026-09-24T23:50:42Z,3021537,893956096,948387840,0,956608512,
2026-09-24T23:50:44Z,3021537,893698048,948387840,0,956608512,
2026-09-24T23:50:46Z,3021537,893698048,948387840,0,956608512,
2026-09-24T23:50:49Z,3021537,893669376,948387840,0,956608512,
2026-09-24T23:50:51Z,3021537,893669376,948387840,0,956608512,
2026-09-24T23:50:53Z,3021537,894189568,948387840,0,956608512,
2026-09-24T23:50:55Z,3021537,893931520,948387840,0,956608512,
2026-09-24T23:50:57Z,3021537,893931520,948387840,0,956608512,
2026-09-24T23:50:59Z,3021537,893931520,948387840,0,956608512,
2026-09-24T23:51:02Z,3021537,893673472,948387840,0,956608512,
2026-09-24T23:51:04Z,3021537,894418944,948387840,0,956575744,
2026-09-24T23:51:06Z,3021537,894676992,948387840,0,956588032,
2026-09-24T23:51:08Z,3021537,894640128,948387840,0,956583936,
2026-09-24T23:51:10Z,3021537,893865984,948387840,0,956583936,
2026-09-24T23:51:13Z,3021537,893652992,948387840,0,956583936,
2026-09-24T23:51:15Z,3021537,893911040,948387840,0,956583936,
2026-09-24T23:51:17Z,3021537,893911040,948387840,0,956583936,
2026-09-24T23:51:19Z,3021537,893911040,948387840,0,956583936,
2026-09-24T23:51:21Z,3021537,893652992,948387840,0,956583936,
2026-09-24T23:51:23Z,3021537,893911040,948387840,0,956583936,
2026-09-24T23:51:26Z,3021537,893657088,948387840,0,956583936,
2026-09-24T23:51:28Z,3021537,893657088,948387840,0,956583936,
2026-09-24T23:51:30Z,3021537,893657088,948387840,0,956583936,
2026-09-24T23:51:32Z,3021537,893657088,948387840,0,956583936,
2026-09-24T23:51:34Z,3021537,893915136,948387840,0,956583936,
2026-09-24T23:51:36Z,3021537,893657088,948387840,0,956583936,
2026-09-24T23:51:39Z,3021537,893665280,948387840,0,956583936,
2026-09-24T23:51:41Z,3021537,893665280,948387840,0,956583936,
2026-09-24T23:51:43Z,3021537,893923328,948387840,0,956583936,
2026-09-24T23:51:45Z,3021537,893665280,948387840,0,956583936,
2026-09-24T23:51:47Z,3021537,893923328,948387840,0,956583936,
2026-09-24T23:51:49Z,3021537,893665280,948387840,0,956583936,
2026-09-24T23:51:52Z,3021537,893923328,948387840,0,956583936,
