sample_index,run_id,scenario,timestamp_utc,elapsed_ms,phase,reason,request_count,attempted_requests,completed_requests,errors,integrity_failures,warmup_requests,total_operation_count,working_set_bytes,private_memory_bytes,virtual_memory_bytes,handle_count,threads,managed_heap_bytes,heap_size_bytes,fragmented_bytes,gc_index,gen0,gen1,gen2,total_allocated_bytes,vmrss_bytes,vmrss_unavailable_reason,vmsize_bytes,vmsize_unavailable_reason,vmdata_bytes,vmdata_unavailable_reason,rss_anon_bytes,rss_anon_unavailable_reason,rss_file_bytes,rss_file_unavailable_reason,rss_shmem_bytes,rss_shmem_unavailable_reason,last_latency_ms,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,last_inference_ms,sequence_length,was_truncated
0,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:39.7906091+00:00,0.3814,lifecycle,t0-before-model-load,0,0,0,0,0,0,0,60948480,184066048,36483477504,86,11,1303376,0,0,0,0,0,0,1299296,60915712,,36483485696,,183861248,,9490432,,45608960,,5816320,,,,,,,,,
1,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:42.3674792+00:00,2577.2502,setup,t1-after-model-load,0,0,0,0,0,0,0,939143168,1992425472,38927990784,102,21,1884072,0,0,0,0,0,0,1878312,939118592,,38927990784,,1992208384,,862879744,,67702784,,8536064,,,,,,,,,
2,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:42.5269284+00:00,2736.699,first-operation,t2-after-first-operation,0,0,0,0,0,1,1,946905088,1992556544,38927986688,102,21,1982504,0,0,0,0,0,0,1976456,946880512,,38927986688,,1992273920,,863645696,,74268672,,8966144,,,,,,,127.3437,67,false
3,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:42.8134434+00:00,3023.2135,warmup,warmup-complete,0,0,0,0,0,5,5,947875840,1993138176,38927998976,102,21,2146216,0,0,0,0,0,0,2139664,947826688,,38927994880,,1992921088,,864260096,,74334208,,9232384,,,,,,,,,
4,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:42.8172679+00:00,3027.038,measurement,request-count-0,0,0,0,0,0,5,5,947941376,1993203712,38927998976,102,21,2211752,0,0,0,0,0,0,2204984,947924992,,38927998976,,1992986624,,864333824,,74334208,,9256960,,,,,,,,,
5,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:43.6404202+00:00,3850.1906,measurement,request-count-10,10,10,10,0,0,5,15,950484992,1994981376,38928007168,104,21,2564104,0,0,0,0,0,0,2556352,950472704,,38928007168,,1994698752,,866074624,,74485760,,9912320,,109.1907,81.278,75.3372,103.6313,108.0788,108.6215,67,false
6,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:46.7958157+00:00,7005.5862,measurement,request-count-50,50,50,50,0,0,5,55,952164352,1996029952,38927994880,104,21,3620904,0,0,0,0,0,0,3610056,952139776,,38927994880,,1995747328,,867127296,,74551296,,10461184,,83.9658,76.5611,71.2836,111.5279,132.1692,83.5084,67,false
7,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:50.8178507+00:00,11027.6213,measurement,request-count-100,100,100,100,0,0,5,105,958488576,2052014080,39247032320,107,22,4906848,0,0,0,0,0,0,4892184,958464000,,39247032320,,2051796992,,872415232,,75403264,,10645504,,69.8426,79.9238,74.8671,111.9715,121.4784,69.5381,67,false
8,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:54.6399309+00:00,14849.7014,measurement,request-count-150,150,150,150,0,0,5,155,960053248,2036760576,39230251008,104,21,6201120,0,0,0,0,0,0,6182664,960028672,,39230251008,,2036543488,,873967616,,75403264,,10657792,,74.3529,76.115,76.069,99.5475,112.5248,74.035,67,false
9,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:19:58.4803594+00:00,18690.1305,measurement,request-count-200,200,200,200,0,0,5,205,961368064,2038071296,39230255104,104,21,7487424,0,0,0,0,0,0,7465152,961343488,,39230255104,,2037788672,,875253760,,75403264,,10686464,,70.4193,76.4585,73.6983,98.3228,106.5401,69.98,67,false
10,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:02.4614029+00:00,22671.1734,measurement,request-count-250,250,250,250,0,0,5,255,963268608,2056495104,39247024128,105,22,-3189608,4826080,4200216,1,1,0,0,8745848,963268608,,39247024128,,2056278016,,877076480,,75468800,,10723328,,106.6533,79.2755,75.95,110.9268,136.9438,106.3946,67,false
11,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:06.4478265+00:00,26657.5973,measurement,request-count-300,300,300,300,0,0,5,305,963297280,2039730176,39230251008,102,21,-1906600,4826080,4200216,1,1,0,0,10025088,963297280,,39230251008,,2039513088,,877072384,,75468800,,10756096,,68.4941,79.4603,78.0087,103.8616,118.233,68.2048,67,false
12,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:10.4322687+00:00,30642.0397,measurement,request-count-350,350,350,350,0,0,5,355,963297280,2039730176,39230251008,102,21,-613336,4826080,4200216,1,1,0,0,11314560,963297280,,39230251008,,2039513088,,877072384,,75468800,,10756096,,66.3038,79.2589,78.1903,99.817,108.3679,65.9084,67,false
13,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:14.2976750+00:00,34507.4454,measurement,request-count-400,400,400,400,0,0,5,405,963309568,2039730176,39230251008,102,21,673976,4826080,4200216,1,1,0,0,12598104,963309568,,39230251008,,2039513088,,877080576,,75468800,,10760192,,66.4221,77.0186,75.0513,105.3953,107.2721,66.1655,67,false
14,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:18.1965303+00:00,38406.301,measurement,request-count-450,450,450,450,0,0,5,455,963330048,2039730176,39230255104,102,21,1968696,4826080,4200216,1,1,0,0,13889032,963330048,,39230255104,,2039513088,,877092864,,75468800,,10768384,,73.4574,76.416,72.6679,106.8425,112.1982,73.1984,67,false
15,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:22.3847971+00:00,42594.5676,measurement,request-count-500,500,500,500,0,0,5,505,963559424,2039906304,39230234624,106,21,3253984,4826080,4200216,1,1,0,0,15170528,963559424,,39230234624,,2039689216,,877293568,,75468800,,10797056,,68.9349,83.3289,79.2597,111.7126,128.7456,68.6903,67,false
16,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:26.3437668+00:00,46553.5375,measurement,request-count-550,550,550,550,0,0,5,555,964554752,2040885248,39230251008,102,21,4547592,4826080,4200216,1,1,0,0,16460344,964554752,,39230251008,,2040668160,,878280704,,75468800,,10805248,,83.2346,78.822,78.75,102.4257,122.4127,82.9626,67,false
17,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:30.3454110+00:00,50555.1818,measurement,request-count-600,600,600,600,0,0,5,605,965152768,2041475072,39230246912,102,21,1645160,624184,2424,2,2,1,0,17752816,965152768,,39230246912,,2041257984,,878882816,,75468800,,10801152,,72.4295,78.3784,74.7503,105.8317,123.7244,72.1494,67,false
18,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:34.4985307+00:00,54708.3024,measurement,request-count-650,650,650,650,0,0,5,655,965136384,2024697856,39213469696,102,21,2930432,624184,2424,2,2,1,0,19034296,965136384,,39213469696,,2024480768,,878862336,,75468800,,10805248,,66.6939,82.5577,82.0043,103.9989,109.1149,66.3375,67,false
19,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:38.4016492+00:00,58611.4199,measurement,request-count-700,700,700,700,0,0,5,705,965144576,2024697856,39213469696,102,21,4223760,624184,2424,2,2,1,0,20323832,965144576,,39213469696,,2024480768,,878862336,,75468800,,10813440,,84.6474,77.6999,75.7856,109.6792,129.5328,84.3111,67,false
20,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:42.4498171+00:00,62659.5875,measurement,request-count-750,750,750,750,0,0,5,755,965828608,2025353216,39213473792,104,21,5507912,624184,2424,2,2,1,0,21602336,965812224,,39213473792,,2025136128,,879517696,,75468800,,10825728,,80.4235,79.4084,78.3087,100.4364,115.9255,80.1052,67,false
21,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:46.2470797+00:00,66456.8502,measurement,request-count-800,800,800,800,0,0,5,805,967163904,2026663936,39213473792,102,21,6802184,624184,2424,2,2,1,0,22892792,967139328,,39213473792,,2026446848,,880807936,,75468800,,10862592,,82.7863,75.58,73.3488,97.3017,108.2334,82.4587,67,false
22,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:50.3680637+00:00,70577.8342,measurement,request-count-850,850,850,850,0,0,5,855,968450048,2027974656,39213473792,102,21,8089608,624184,2424,2,2,1,0,24176400,968429568,,39213473792,,2027692032,,882098176,,75468800,,10862592,,95.8794,80.9454,76.377,109.8307,134.9626,95.4813,67,false
23,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:54.4504756+00:00,74660.246,measurement,request-count-900,900,900,900,0,0,5,905,969404416,2028888064,39213473792,102,21,997576,625320,672,3,3,1,0,25459880,969404416,,39213473792,,2028670976,,883073024,,75468800,,10862592,,67.6395,79.9842,79.1375,107.8879,117.9276,67.2956,67,false
24,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:20:58.4906014+00:00,78700.3721,measurement,request-count-950,950,950,950,0,0,5,955,969408512,2028888064,39213473792,102,21,2282824,625320,672,3,3,1,0,26741336,969408512,,39213473792,,2028670976,,883073024,,75468800,,10866688,,83.2257,79.1937,75.9606,110.1978,124.0436,82.7519,67,false
25,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:02.9173513+00:00,83127.122,measurement,request-count-1000,1000,1000,1000,0,0,5,1005,969453568,2062442496,39247036416,105,22,3576216,625320,672,3,3,1,0,28030936,969453568,,39247036416,,2062225408,,883113984,,75468800,,10870784,,125.2094,87.8898,81.5616,125.8742,176.4725,123.7117,67,false
26,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:06.7820712+00:00,86991.8419,measurement,request-count-1050,1050,1050,1050,0,0,5,1055,969437184,2045665280,39230255104,102,21,4867600,625320,672,3,3,1,0,29318528,969437184,,39230255104,,2045448192,,883093504,,75468800,,10874880,,63.0223,76.9548,72.4944,112.8777,123.8687,62.6652,67,false
27,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:11.1669345+00:00,91376.7052,measurement,request-count-1100,1100,1100,1100,0,0,5,1105,969420800,2028867584,39213449216,102,21,6152896,625320,672,3,3,1,0,30600032,969420800,,39213449216,,2028650496,,883073024,,75468800,,10878976,,100.2049,86.0195,84.7131,105.4607,109.2791,99.846,67,false
28,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:15.3669465+00:00,95576.7177,measurement,request-count-1150,1150,1150,1150,0,0,5,1155,969420800,2028867584,39213449216,102,20,7438328,625320,672,3,3,1,0,31881696,969420800,,39213449216,,2028650496,,883073024,,75468800,,10878976,,72.3366,83.6435,79.343,114.6574,131.0052,71.9375,67,false
29,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:19.4665474+00:00,99676.3181,measurement,request-count-1200,1200,1200,1200,0,0,5,1205,969428992,2028867584,39213449216,102,20,8730856,625320,672,3,3,1,0,33170432,969428992,,39213449216,,2028650496,,883073024,,75468800,,10887168,,96.6652,81.6119,78.5168,104.8502,133.1944,96.3643,67,false
30,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:23.5399655+00:00,103749.739,measurement,request-count-1250,1250,1250,1250,0,0,5,1255,969433088,2028888064,39213473792,104,21,1632384,628648,1576,4,4,1,0,34455440,969433088,,39213473792,,2028670976,,883073024,,75468800,,10891264,,68.0639,81.0674,79.9351,107.0117,118.7355,67.6366,67,false
31,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:27.5495726+00:00,107759.3426,measurement,request-count-1300,1300,1300,1300,0,0,5,1305,969625600,2028904448,39213469696,102,21,2926216,628648,1576,4,4,1,0,35745480,969625600,,39213469696,,2028687360,,883167232,,75468800,,10989568,,96.5065,79.8022,76.0168,109.725,125.5395,96.146,67,false
32,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:31.1922187+00:00,111401.9887,measurement,request-count-1350,1350,1350,1350,0,0,5,1355,969621504,2028904448,39213465600,102,21,4211824,628648,1576,4,4,1,0,37027296,969621504,,39213465600,,2028687360,,883167232,,75468800,,10985472,,59.5417,72.5141,72.6259,90.2613,106.5624,59.2362,67,false
33,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:35.2635234+00:00,115473.2934,measurement,request-count-1400,1400,1400,1400,0,0,5,1405,969609216,2028883968,39213441024,102,20,5498168,628648,1576,4,4,1,0,38308984,969609216,,39213441024,,2028666880,,883154944,,75468800,,10985472,,123.9205,81.1228,78.3775,109.0401,121.8183,123.5597,67,false
34,phase3a-formal-20260925-baseline-full-pipeline,full-pipeline,2026-09-24T18:21:39.2361862+00:00,119445.9562,measurement,request-count-1450,1450,1450,1450,0,0,5,1455,969625600,2028904448,39213469696,102,21,6790736,628648,1576,4,4,1,0,39597760,969625600,,39213469696,,2028687360,,883159040,,75468800,,10997760,,88.0421,79.0936,75.3289,108.647,123.6326,87.7044,67,false
