sample_index,run_id,scenario,timestamp_utc,elapsed_ms,phase,reason,request_count,attempted_requests,completed_requests,errors,integrity_failures,warmup_requests,total_operation_count,working_set_bytes,private_memory_bytes,virtual_memory_bytes,handle_count,threads,managed_heap_bytes,managed_heap_unavailable_reason,heap_size_bytes,fragmented_bytes,gc_index,gen0,gen1,gen2,total_allocated_bytes,vmrss_bytes,vmrss_unavailable_reason,vmsize_bytes,vmsize_unavailable_reason,vmdata_bytes,vmdata_unavailable_reason,rss_anon_bytes,rss_anon_unavailable_reason,rss_file_bytes,rss_file_unavailable_reason,rss_shmem_bytes,rss_shmem_unavailable_reason,last_latency_ms,mean_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,last_inference_ms,sequence_length,was_truncated
0,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:09:54.7103471+00:00,0.4902,lifecycle,t0-before-model-load,0,0,0,0,0,0,0,60932096,184061952,36349259776,86,11,1329080,,0,0,0,0,0,0,1324976,60903424,,36349267968,,183922688,,9523200,,45563904,,5816320,,,,,,,,,
1,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:09:57.4381188+00:00,2728.2606,setup,t1-after-model-load,0,0,0,0,0,0,0,939188224,1992503296,38793859072,102,21,1919544,,0,0,0,0,0,0,1913664,939167744,,38793859072,,1992196096,,862945280,,67682304,,8540160,,,,,,,,,
2,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:09:57.6311395+00:00,2921.2813,first-operation,t2-after-first-operation,0,0,0,0,0,1,1,945983488,1992568832,38793854976,102,21,2032376,,0,0,0,0,0,0,2026160,945963008,,38793854976,,1992327168,,863723520,,73265152,,8974336,,,,,,,161.1066,67,false
3,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:09:58.2220503+00:00,3512.1918,warmup,warmup-complete,0,0,0,0,0,5,5,947400704,1993347072,38793867264,104,21,2237208,,0,0,0,0,0,0,2230368,947376128,,38793867264,,1993039872,,864448512,,73416704,,9510912,,,,,,,,,
4,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:09:58.2260215+00:00,3516.1627,measurement,request-count-0,0,0,0,0,0,5,5,947470336,1993412608,38793867264,104,21,2302744,,0,0,0,0,0,0,2295688,947458048,,38793867264,,1993105408,,864522240,,73416704,,9519104,,,,,,,,,
5,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:09:59.6939805+00:00,4984.1219,measurement,request-count-10,10,10,10,0,0,5,15,952631296,1997942784,38793871360,104,21,2728600,,0,0,0,0,0,0,2720296,952602624,,38793871360,,1997701120,,869064704,,73482240,,10055680,,128.9776,145.7055,141.4712,177.0248,179.2568,128.2678,67,false
6,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:10:05.3465510+00:00,10636.6925,measurement,request-count-50,50,50,50,0,0,5,55,956375040,2050883584,39112888320,107,22,4195064,,0,0,0,0,0,0,4182440,956362752,,39112888320,,2050641920,,871407616,,74399744,,10555392,,145.3417,140.8459,136.8712,169.884,210.8913,144.8826,67,false
7,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:10:12.2270608+00:00,17517.2025,measurement,request-count-100,100,100,100,0,0,5,105,959033344,2036715520,39096119296,104,21,6005296,,0,0,0,0,0,0,5987368,959016960,,39096119296,,2036473856,,873947136,,74399744,,10670080,,118.8311,137.251,134.167,165.4118,171.1986,118.1569,67,false
8,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:10:19.1622055+00:00,24452.3475,measurement,request-count-150,150,150,150,0,0,5,155,961675264,2022604800,39079337984,104,21,7817032,,0,0,0,0,0,0,7785632,961654784,,39079337984,,2022297600,,876568576,,74399744,,10686464,,137.1381,138.2466,135.4995,173.5268,205.3224,135.9703,67,false
9,phase3a-formal-20260925-v3-concurrency-2,full-pipeline,2026-09-24T23:10:26.2423619+00:00,31532.5039,measurement,request-count-200,200,200,200,0,0,5,205,963125248,2023784448,39079325696,102,21,1829128,,608128,7536,1,1,0,0,9578448,963125248,,39079325696,,2023542784,,877932544,,74465280,,10727424,,157.1444,141.2373,138.4987,173.5358,179.124,156.698,67,false
