timestamp_utc,container_pid,memory_current_bytes,memory_peak_bytes,memory_swap_current_bytes,process_vmrss_bytes,unavailable_reason
2026-09-24T23:37:56Z,3006162,637042688,637829120,0,694910976,
2026-09-24T23:37:58Z,3006162,877608960,948064256,0,938446848,
2026-09-24T23:38:00Z,3006162,879050752,948064256,0,940109824,
2026-09-24T23:38:02Z,3006162,878866432,948064256,0,941010944,
2026-09-24T23:38:05Z,3006162,880717824,948064256,0,942944256,
2026-09-24T23:38:07Z,3006162,881020928,948064256,0,943661056,
2026-09-24T23:38:09Z,3006162,882298880,948064256,0,944312320,
2026-09-24T23:38:11Z,3006162,882466816,948064256,0,944840704,
2026-09-24T23:38:13Z,3006162,882905088,948064256,0,945549312,
2026-09-24T23:38:15Z,3006162,883429376,948064256,0,946085888,
2026-09-24T23:38:18Z,3006162,884711424,948064256,0,946696192,
2026-09-24T23:38:20Z,3006162,885489664,948064256,0,947335168,
2026-09-24T23:38:22Z,3006162,885948416,948064256,0,948682752,
2026-09-24T23:38:24Z,3006162,885776384,948064256,0,948690944,
2026-09-24T23:38:26Z,3006162,886018048,948064256,0,948682752,
2026-09-24T23:38:29Z,3006162,886013952,948064256,0,948682752,
2026-09-24T23:38:31Z,3006162,886267904,948064256,0,948686848,
2026-09-24T23:38:33Z,3006162,885743616,948064256,0,948686848,
2026-09-24T23:38:35Z,3006162,885751808,948064256,0,948690944,
2026-09-24T23:38:37Z,3006162,885751808,948064256,0,948690944,
2026-09-24T23:38:40Z,3006162,886013952,948064256,0,948699136,
2026-09-24T23:38:42Z,3006162,887320576,948064256,0,948760576,
2026-09-24T23:38:44Z,3006162,886558720,948064256,0,948789248,
2026-09-24T23:38:46Z,3006162,886558720,948064256,0,948789248,
2026-09-24T23:38:48Z,3006162,886542336,948064256,0,948785152,
2026-09-24T23:38:50Z,3006162,886632448,948064256,0,949309440,
2026-09-24T23:38:53Z,3006162,886628352,948064256,0,949317632,
2026-09-24T23:38:55Z,3006162,886628352,948064256,0,949317632,
2026-09-24T23:38:57Z,3006162,886898688,948064256,0,949313536,
2026-09-24T23:38:59Z,3006162,886640640,948064256,0,949313536,
2026-09-24T23:39:01Z,3006162,886382592,948064256,0,949309440,
2026-09-24T23:39:04Z,3006162,886411264,948064256,0,949342208,
2026-09-24T23:39:06Z,3006162,886411264,948064256,0,949342208,
2026-09-24T23:39:08Z,3006162,886407168,948064256,0,949338112,
2026-09-24T23:39:10Z,3006162,886669312,948064256,0,949338112,
2026-09-24T23:39:12Z,3006162,887140352,948064256,0,949346304,
2026-09-24T23:39:14Z,3006162,886423552,948064256,0,949346304,
2026-09-24T23:39:17Z,3006162,886669312,948064256,0,949342208,
2026-09-24T23:39:19Z,3006162,886669312,948064256,0,949342208,
2026-09-24T23:39:21Z,3006162,886669312,948064256,0,949342208,
2026-09-24T23:39:23Z,3006162,886415360,948064256,0,949342208,
2026-09-24T23:39:25Z,3006162,886677504,948064256,0,949342208,
2026-09-24T23:39:27Z,3006162,886648832,948064256,0,949350400,
2026-09-24T23:39:30Z,3006162,886423552,948064256,0,949350400,
2026-09-24T23:39:32Z,3006162,886419456,948064256,0,949346304,
