timestamp_utc,container_pid,memory_current_bytes,memory_peak_bytes,memory_swap_current_bytes,process_vmrss_bytes,unavailable_reason
2026-09-25T00:00:39Z,3062438,541904896,541904896,0,594964480,
2026-09-25T00:00:41Z,3062438,877088768,948215808,0,938160128,
2026-09-25T00:00:43Z,3062438,877420544,948215808,0,939712512,
2026-09-25T00:00:45Z,3062438,878342144,948215808,0,940519424,
2026-09-25T00:00:48Z,3062438,879894528,948215808,0,941731840,
2026-09-25T00:00:50Z,3062438,880881664,948215808,0,942735360,
2026-09-25T00:00:52Z,3062438,881201152,948215808,0,943226880,
2026-09-25T00:00:54Z,3062438,881119232,948215808,0,943706112,
2026-09-25T00:00:56Z,3062438,881606656,948215808,0,944238592,
2026-09-25T00:00:58Z,3062438,882421760,948215808,0,944754688,
2026-09-25T00:01:01Z,3062438,882712576,948215808,0,945389568,
2026-09-25T00:01:03Z,3062438,883003392,948215808,0,945610752,
2026-09-25T00:01:05Z,3062438,883073024,948215808,0,945799168,
2026-09-25T00:01:07Z,3062438,883339264,948215808,0,945995776,
2026-09-25T00:01:09Z,3062438,884039680,948215808,0,946212864,
2026-09-25T00:01:11Z,3062438,884436992,948215808,0,946659328,
2026-09-25T00:01:14Z,3062438,885489664,948215808,0,947331072,
2026-09-25T00:01:16Z,3062438,886722560,948215808,0,948854784,
2026-09-25T00:01:18Z,3062438,885997568,948215808,0,948854784,
2026-09-25T00:01:20Z,3062438,885985280,948215808,0,948842496,
2026-09-25T00:01:22Z,3062438,885985280,948215808,0,948842496,
2026-09-25T00:01:25Z,3062438,885972992,948215808,0,948854784,
2026-09-25T00:01:27Z,3062438,885739520,948215808,0,948854784,
2026-09-25T00:01:29Z,3062438,885735424,948215808,0,948850688,
2026-09-25T00:01:31Z,3062438,886001664,948215808,0,948854784,
2026-09-25T00:01:33Z,3062438,885747712,948215808,0,948858880,
2026-09-25T00:01:35Z,3062438,886259712,948215808,0,948875264,
2026-09-25T00:01:38Z,3062438,886001664,948215808,0,948875264,
2026-09-25T00:01:40Z,3062438,886247424,948215808,0,948891648,
2026-09-25T00:01:42Z,3062438,886022144,948215808,0,948891648,
2026-09-25T00:01:44Z,3062438,886530048,948215808,0,948879360,
2026-09-25T00:01:46Z,3062438,887066624,948215808,0,949415936,
2026-09-25T00:01:48Z,3062438,886579200,948215808,0,949415936,
2026-09-25T00:01:51Z,3062438,886579200,948215808,0,949415936,
2026-09-25T00:01:53Z,3062438,886841344,948215808,0,949415936,
2026-09-25T00:01:55Z,3062438,887087104,948215808,0,949411840,
2026-09-25T00:01:57Z,3062438,887103488,948215808,0,949428224,
2026-09-25T00:01:59Z,3062438,886333440,948215808,0,949424128,
2026-09-25T00:02:01Z,3062438,886562816,948215808,0,949452800,
2026-09-25T00:02:04Z,3062438,886824960,948215808,0,949735424,
2026-09-25T00:02:06Z,3062438,888020992,948215808,0,950378496,
2026-09-25T00:02:08Z,3062438,888393728,948215808,0,950968320,
2026-09-25T00:02:10Z,3062438,888680448,948215808,0,951500800,
2026-09-25T00:02:12Z,3062438,889180160,948215808,0,952041472,
2026-09-25T00:02:14Z,3062438,890195968,948215808,0,952651776,
2026-09-25T00:02:17Z,3062438,890167296,948215808,0,953118720,
2026-09-25T00:02:19Z,3062438,890802176,948215808,0,953630720,
2026-09-25T00:02:21Z,3062438,890523648,948215808,0,953638912,
2026-09-25T00:02:23Z,3062438,890785792,948215808,0,953638912,
2026-09-25T00:02:26Z,3062438,891047936,948215808,0,953647104,
2026-09-25T00:02:28Z,3062438,890814464,948215808,0,953647104,
2026-09-25T00:02:30Z,3062438,890822656,948215808,0,953675776,
