timestamp_utc,container_pid,memory_current_bytes,memory_peak_bytes,memory_swap_current_bytes,process_vmrss_bytes,unavailable_reason
2026-09-24T23:41:58Z,3017126,500924416,501448704,0,563908608,
2026-09-24T23:42:00Z,3017126,875683840,948420608,0,938020864,
2026-09-24T23:42:02Z,3017126,878223360,948420608,0,940093440,
2026-09-24T23:42:04Z,3017126,878874624,948420608,0,940957696,
2026-09-24T23:42:06Z,3017126,879874048,948420608,0,942137344,
2026-09-24T23:42:08Z,3017126,880570368,948420608,0,943271936,
2026-09-24T23:42:11Z,3017126,881041408,948420608,0,943972352,
2026-09-24T23:42:13Z,3017126,881790976,948420608,0,944431104,
2026-09-24T23:42:15Z,3017126,882294784,948420608,0,944947200,
2026-09-24T23:42:17Z,3017126,883077120,948420608,0,945680384,
2026-09-24T23:42:19Z,3017126,883908608,948420608,0,946298880,
2026-09-24T23:42:21Z,3017126,884928512,948420608,0,946966528,
2026-09-24T23:42:24Z,3017126,884559872,948420608,0,947458048,
2026-09-24T23:42:26Z,3017126,885092352,948420608,0,948015104,
2026-09-24T23:42:28Z,3017126,886534144,948420608,0,949198848,
2026-09-24T23:42:30Z,3017126,886038528,948420608,0,949198848,
2026-09-24T23:42:32Z,3017126,886550528,948420608,0,949194752,
2026-09-24T23:42:35Z,3017126,886304768,948420608,0,949194752,
2026-09-24T23:42:37Z,3017126,885997568,948420608,0,949202944,
2026-09-24T23:42:39Z,3017126,885747712,948420608,0,949202944,
2026-09-24T23:42:41Z,3017126,886382592,948420608,0,949268480,
2026-09-24T23:42:43Z,3017126,886120448,948420608,0,949268480,
2026-09-24T23:42:45Z,3017126,886026240,948420608,0,949284864,
2026-09-24T23:42:48Z,3017126,886091776,948420608,0,949284864,
2026-09-24T23:42:50Z,3017126,885817344,948420608,0,949276672,
2026-09-24T23:42:52Z,3017126,886337536,948420608,0,949317632,
2026-09-24T23:42:54Z,3017126,885866496,948420608,0,949305344,
2026-09-24T23:42:56Z,3017126,886120448,948420608,0,949317632,
2026-09-24T23:42:58Z,3017126,886411264,948420608,0,949841920,
2026-09-24T23:43:01Z,3017126,886669312,948420608,0,949854208,
2026-09-24T23:43:03Z,3017126,886681600,948420608,0,949854208,
2026-09-24T23:43:05Z,3017126,886681600,948420608,0,949854208,
2026-09-24T23:43:07Z,3017126,886681600,948420608,0,949862400,
2026-09-24T23:43:09Z,3017126,886431744,948420608,0,949862400,
2026-09-24T23:43:12Z,3017126,886939648,948420608,0,949878784,
2026-09-24T23:43:14Z,3017126,886693888,948420608,0,950050816,
2026-09-24T23:43:16Z,3017126,887472128,948420608,0,950714368,
2026-09-24T23:43:18Z,3017126,887996416,948420608,0,951324672,
2026-09-24T23:43:21Z,3017126,888627200,948420608,0,952000512,
2026-09-24T23:43:23Z,3017126,889241600,948420608,0,952561664,
2026-09-24T23:43:25Z,3017126,890298368,948420608,0,953176064,
2026-09-24T23:43:27Z,3017126,890753024,948420608,0,953716736,
2026-09-24T23:43:29Z,3017126,890867712,948420608,0,954064896,
2026-09-24T23:43:31Z,3017126,890679296,948420608,0,954068992,
2026-09-24T23:43:33Z,3017126,890642432,948420608,0,954064896,
2026-09-24T23:43:36Z,3017126,890654720,948420608,0,954073088,
2026-09-24T23:43:38Z,3017126,890650624,948420608,0,954073088,
2026-09-24T23:43:40Z,3017126,362061824,948420608,0,null,one-or-more-cgroup-or-process-counters-unavailable
